Name,MedNet Code,Address,City,Web Site,Phone,Insurance Plan,Hcfa Type,Edi Service
JEFFREY FRIEDMAN,A120400,120 S. STATE STREET STE 400  ,"60603 CHICAGO, IL",,(312) 357-1431,LITIGATION,HCFA1500 12-02,
"JEFFREY M. BYRD, P.A",262A,2620 E ROBINSON STREET,"32803 ORLANDO, FL",https://aggressiveattorneys.com/,(407) 423-1313,LITIGATION,HCFA1500 12-02,
JEFFREY RABIN AND ASSOCIATES  LTD,A636,636 S DES PLAINES RD  STE 300,"60016 DES PLAINES, IL",,(847) 299-0008,LITIGATION,HCFA1500 12-02,
JELCO INC,W0470,450 S WHEELING RD,"60090 WHEELING, IL",,(517) 381-0470,WORKERS COMPENSATION,HCFA1500 12-02,
Jencare Senior Medical Center,7970,PO BOX 7970,"60154 WESTCHESTER, IL",,(312) 878-8763,N/A,HCFA1500 12-02,
JERICHO SHARE,1486,PO BOX 21272,"55121 EAGAN, MN",www.myjerichoshare.com/member,(866) 545-2955,N/A,HCFA1500 12-02,CLAIM-MD
JERNBERG INDUSTRIES ,W328,328 W 40TH PL,"60609 CHICAGO, IL",,(773) 268-3004,WORKERS COMPENSATION,HCFA1500 12-02,
JEROME C MAJEWSKI,A2393,1010W VIRGINIA ST,"60014 CRYSTAL LAKE, IL",,(815) 455-2393,LITIGATION,HCFA1500 12-02,
JEROME COMBS DETENTION CENTER,3050,3050 JUSTICE WAY,"60901 KANKAKEE, IL",,(815) 802-7220,N/A,HCFA1500 12-02,
JEROME FOREMAN & ASSOCIATES ,A4520,450 SKOKIE BLVD,"60062 NORTHBROOK, IL",,(312) 961-6824,LITIGATION,HCFA1500 12-02,
JEROME LT LEFTEN LLC,W1015,1015  LOCUST STE 808,"63101 SAINT LOUIS, MO",,(314) 231-1166,LITIGATION,HCFA1500 12-02,
JEROME SCHACTER & ASSOC/LET STACY HANDLE,A9933,9933 LAWLER ,"60077 SKOKIE, IL",,(847) 329-1111,LITIGATION,HCFA1500 12-02,
JERROLD J EZGUR LTD,A0217,217 N JEFFERSON 6TH FLOOR,"60661 CHICAGO, IL",,(312) 327-3359,LITIGATION,HCFA1500 12-02,
JERRY LIPSCHULTZ & ASSOCIATES,0205,205 W RANDOLPH ST STE 2100,"60606 CHICAGO, IL",,(312) 372-1970,LITIGATION,HCFA1500 12-02,
JERRYS SERVICES,W1250,125 S MILWAUKEE AVE,"60048-5265 LIBERTYVILLE, IL",,(847) 362-2347,WORKERS COMPENSATION,HCFA1500 12-02,
JESS DUNN CORRECTIONAL CTR,66011,PO BOX 316,"74463 TAFT, OK",,(918) 682-7841,DEPT OF CORRECTION PRISON,HCFA1500 12-02,
JESTER INSURANCE,W303,303 WATSON POWELL PARKWAY,"50309 DES MOINES, IA",,(515) 243-2707,WORKERS COMPENSATION,HCFA1500 12-02,
JESUS CLINIC,1135,1135 6TH ST,"32117 DAYTONA BEACH, FL",,,N/A,HCFA1500 12-02,
JEWEL COMPANIES ATTN W/C,W1955,1955 W NORTH AVE,"60160 MELROSE PARK, IL",,(800) 775-8866,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL FOOD -USEWC14155,W4042,4042 W. FOSTER ,"60630 CHICAGO, IL",,(773) 583-8080,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL FOOD STORE-USEWC14155,W1503,150 E PIERCE RD  SUITE 200,"60143 ITASCA, IL",,(630) 948-6588,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL FOOD-USEWC14155,WC6161,1501 S LAKE ST,"60060 MUNDELEIN, IL",,(847) 566-6161,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL FOODS-USEWC14155,W922,922 GREENBAY RD,"60087 WAUKEGAN, IL",,(847) 662-0042,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL FOODS-USEWC14155,W16,16 S WAUKEGAN RD,"60015 DEERFIELD, IL",,(847) 498-2958,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL OSCO-USEWC14155,WC7201,7201 W 24TH ST,"60546 RIVERSIDE, IL",,(708) 442-9151,WORKERS COMPENSATION,HCFA1500 12-02,
JEWEL-USEWC14155,W375,375 RANDALL RD,"60177 SOUTH ELGIN, IL",,(847) 608-1460,WORKERS COMPENSATION,HCFA1500 12-02,
JEWELERS MUTUAL,W23320,PO BOX 23320,"62223 BELLEVILLE, IL",,(800) 467-1071,WORKERS COMPENSATION,HCFA1500 12-02,
JEWELERS MUTUAL INS CO,W0468,PO BOX 48,"54957 NEENAH, WI",,,WORKERS COMPENSATION,HCFA1500 12-02,
JEWISH CHILDRENS BUREAU/WC,W345,3145 W PRATT BLVD,"60645 CHICAGO, IL",,(773) 467-3700,WORKERS COMPENSATION,HCFA1500 12-02,
JF AHERN COMPANY,W855,855 MORRIS ST,"54936 FOND DU LAC, WI",,(920) 907-5472,WORKERS COMPENSATION,HCFA1500 12-02,
JF BRENNAN COMPANY,WC818,818 BAINBRIDGE ST ,"54603 LA CROSSE, WI",,(608) 784-7173,WORKERS COMPENSATION,HCFA1500 12-02,
JFP BENEFIT (INVALID-USE 0247),49204,PO BOX 189,"49204 JACKSON, MI",,,N/A,HCFA1500 12-02,
JFP BENEFITS,0247,PO BOX 247,"30009 ALPHARETTA, GA",myfirsthealth.com,(866) 807-6193,FIRST HEALTH,HCFA1500 12-02,CLAIM-MD
JI DESK CHICAGO,17013,1701 GOLD RD TOWER 3 ,"60008 ROLLING MDWS, IL",,(847) 364-7337,N/A,HCFA1500 12-02,
JI INSURANCE,404S,404 S FIGUEROA ST,"90071 LOS ANGELES, CA",,(213) 622-9582,N/A,HCFA1500 12-02,
JI SPECIALTY SERVICES,W160120,PO BOX 160120,"78716 AUSTIN, TX",,,WORKERS COMPENSATION,HCFA1500 12-02,
JIFFY LUBE,1598,598 WILIAM R LATHAM SR DR,"60914 BOURBONNAIS, IL",,,N/A,HCFA1500 12-02,
JIFFY LUBE/WAUKEGAN/LEWIS,W1212,1212 N LEWIS AVE,"60085-4981 WAUKEGAN, IL",,(713) 546-6475,WORKERS COMPENSATION,HCFA1500 12-02,
JILL WAGNER,A1162,162 W GRAND AVENUE ,"60654 CHICAGO, IL",,(312) 346-8780,LITIGATION,HCFA1500 12-02,
JIM CLEANING SMITH,W1450,450 COMANCHE CIRCLE,"60033 HARVARD, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
JIM GIESE COMMERCIAL ROOFING,WC4003,10410 SILVERWOOD DR ,"52003 DUBUQUE, IA",,(563) 556-0646,WORKERS COMPENSATION,HCFA1500 12-02,
JIMMY JOHNS,W7827,66 E GOLF RD,"60173 SCHAUMBURG, IL",,(847) 882-7827,WORKERS COMPENSATION,HCFA1500 12-02,
JIT PACKAGING INC,W1365,1365 MITCHELL BLVD,"60193 SCHAUMBURG, IL",,(630) 237-4000,WORKERS COMPENSATION,HCFA1500 12-02,
JLT SERVICES,2239,PO BOX 2239,"12301 SCHENECTADY, NY",,(800) 793-3773,N/A,HCFA1500 12-02,
JND HEALTHCARE MANAGEMENT INC,W9593,PO BOX 9593,"60567 NAPERVILLE, IL",,(630) 445-5374,WORKERS COMPENSATION,HCFA1500 12-02,
JOB WORKS INC,W5066,5066 N IL 130,"62450 OLNEY, IL",,(618) 392-3605,WORKERS COMPENSATION,HCFA1500 12-02,
JOEL E BROWN ATTY AT LAW,A41600,416 MAIN STREET SUITE 1300,"61602 PEORIA, IL",,(309) 673-4357,LITIGATION,HCFA1500 12-02,
JOEL HERRERA,A3317,"33 N LASALLE STREET, STE 1710","60602 CHICAGO, IL",,(773) 756-5151,LITIGATION,HCFA1500 12-02,
JOHLER DEMOLITION INC,WC1250,1250 W BOEGER DR,"60004 ARLINGTON HEIGHTS, IL",,(847) 749-4344,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN A LOGAN COLLEGE,62918,700 LOGAN COL. RD,"62918 CARTERVILLE, IL",,(618) 985-3741,N/A,HCFA1500 12-02,
JOHN ADDIS TRUCKING,WC62424,105 PLANTER ST,"62424 DIETERICH, IL",,(217) 821-4413,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN ALDEN,9398,PO BOX 9398,"55440 MINNEAPOLIS, MN",,(800) 328-4316,PHCS,HCFA1500 12-02,CLAIM-MD
JOHN ALDEN LIFE INS CO,6304,PO BOX 42034,"63042 HAZELWOOD, MO",,(800) 328-4316,PHCS,HCFA1500 12-02,CLAIM-MD
JOHN ALDEN LIFE INSURANCE,1599,PO BOX 1599,"83701 BOISE, ID",,(800) 328-4316,PHCS,HCFA1500 12-02,CLAIM-MD
JOHN ALDEN LIFE INSURANCE,1652,WRONG ADDRESS,"79998 EL PASO, TX",,(800) 328-4316,PHCS,HCFA1500 12-02,
JOHN B SANFILIPPO AND SON INC,W5733,1703 N RANDALL RD,"60123 ELGIN, IL",,(847) 289-1800,WORKERS COMPENSATION,HCFA1500 12-02,
"JOHN BOOS AND COMPANY, INC",W6092,PO BOX 609,"62401 EFFINGHAM, IL",,(217) 347-7701,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN BROUSSARD LAW OFFICE,A2021,2021 MIDWEST RD STE 200  ,"60523 OAK BROOK, IL",,(630) 705-5160,LITIGATION,HCFA1500 12-02,
JOHN C DABEK PC,A8043,8043 N MILWAUKEE AVE,"60714 NILES, IL",,(847) 583-0055,LITIGATION,HCFA1500 12-02,
"JOHN C WAGNER LAW OFFICES, PC",A6003,PO BOX 262,"52203 AMANA, IA",,(319) 622-3357,LITIGATION,HCFA1500 12-02,
JOHN CHRISTIAN SERKLAND,W3309,309 W WASHINGTON ST,"60606 CHICAGO, IL",,,LITIGATION,HCFA1500 12-02,
JOHN COOPER LAW OFFICES,A1615,1615 W BIG BEAVER RD,"48084 TROY, MI",,(248) 822-2212,LITIGATION,HCFA1500 12-02,
JOHN D DINGELL VA MEDICAL CTR,4646,4646 JOHN R ST,"48201 DETROIT, MI",,(313) 576-1000,VA MEDICAL CENTER,HCFA1500 12-02,CLAIM-MD
JOHN DEER DUBUQUE WORKS,W18600,18600 S JOHN DEER RD,"52001 DUBUQUE, IA",,(563) 589-5151,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE,W61,HWY 61 & MT JOY ROAD,"52806 DAVENPORT, IA",,(309) 765-1600,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE CYLINDER,W9096,729  RIVER DR,"61265 MOLINE, IL",,(309) 765-7310,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE DAVENPORT,W4198,PO BOX 4198,"52808 DAVENPORT, IA",,(563) 388-4214,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE DAVENPORT WORKS,WC1175,1175 E 90TH ST,"52808 DAVENPORT, IA",,(563) 388-4214,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE DBQ WORKS,WC386,HIGHWAY 386,"52001 DUBUQUE, IA",,,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE DES MOINES WORKS,WC825,825 SW IRVINEDALE DRIVE,"50023 ANKENY, IA",,(515) 289-3219,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE HARVEST/WC,W765,1100 13TH AVE  ATTN:MEDICAL,"61244 EAST MOLINE, IL",,(309) 765-6210,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE MEDICAL DEPT,W415,PO BOX 1595,"50306 DES MOINES, IA",,(515) 289-3219,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE OHS,W0729,729 RIVER DR,"61265 MOLINE, IL",,(309) 765-7777,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE OTTUMWA WORKS W/C,W9280,928 E VINE ST,"52501 OTTUMWA, IA",,(641) 683-2175,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE PARTS DIST CENTER,W16001,1600 1ST AVE,"61264 MILAN, IL",,(309) 756-1412,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE PARTS DISTRIBUTION CTR,W1601,"1600 1ST AVE E ATTN: C. FORD, RN ","61264 MILAN, IL",,(309) 756-1412,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE SEEDING W/C,W6126,501 RIVER DR,"61265 MOLINE, IL",,(309) 765-7777,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE WATERLOO WORKS,WC2702,MEDICAL BILLING DEPT,"50704 WATERLOO, IA",,(319) 292-7273,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE WORK COMP CLAIMS,W265,1 JOHN DEERE PL,"61265 MOLINE, IL",,(309) 765-5316,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN DEERE-DUBUQUE WORKS OCCUPATIONAL,WC538,PO BOX 538,"52004 DUBUQUE, IA",,(563) 589-5222,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN H ALEXANDER AND ASSOCIATES LLC,A2455,55 W MONROE ST STE 2455,"60603 CHICAGO, IL",,(312) 263-7731,LITIGATION,WICAID,
JOHN H STROGER JR /CLAIMS,4020,1901 W. HARRISON ,"60612 CHICAGO, IL",,(312) 864-6000,RUSH SPECIALTY ACCOUNTS,HCFA1500 12-02,
JOHN HANCOCK INSURANCE,1111,PO BOX 1111,"02117 BOSTON, MA",,(617) 572-6000,N/A,HCFA1500 12-02,
JOHN HOEKSTRA,A305,305 W WASHINGTON ,"61764 PONTIAC, IL",,(815) 844-4449,LITIGATION,HCFA1500 12-02,
JOHN J MADDEN MENTAL HEALTH,W7701,1200 S 1ST AVE,"60141 HINES, IL",,(217) 524-7701,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN L DRUMM AND ASSOCIATES,AT1705,77 W WASHINGTON ST,"60602 CHICAGO, IL",,(312) 641-0550,LITIGATION,HCFA1500 12-02,
JOHN M KOVAC LAW OFFICE,A0684,684 W BOUGHTON RD,"60440 BOLINGBROOK, IL",,(630) 673-7846,LITIGATION,HCFA1500 12-02,
JOHN M MOLLOY & ASSOC,A0177,177 N STATE,"60601 CHICAGO, IL",,(312) 346-4444,LITIGATION,HCFA1500 12-02,
JOHN MACOARA ATTNY AT LAW,A4160,416 MAIN STREET SUITE 815,"61602 PEORIA, IL",,(309) 674-6085,LITIGATION,HCFA1500 12-02,
JOHN MORRELL,W7007,7007 COLLEGE BLVD #600,"66211 OVERLAND PARK, KS",,,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN MORRELL FOOD GROUP,W805,PO BOX 405020,"45246 CINCINNATI, OH",,(513) 346-6518,WORKERS COMPENSATION,HCFA1500 12-02,
JOHN RILEY INSURANCE AGENCY,356,PO BOX 356,"01583 WEST BOYLSTON, MA",,(800) 541-1101,N/A,HCFA1500 12-02,
JOHN RUNION & ASSOCIATES,A1625,1625 COLONIAL PKWY,"60067 INVERNESS, IL",,(847) 701-1502,LITIGATION,HCFA1500 12-02,
JOHN TURNER,A0132,132 W NORTHWEST HWY,"60004 ARLINGTON HEIGHTS, IL",,(847) 342-2002,LITIGATION,HCFA1500 12-02,
JOHNNY'S CHOP HOUSE,WC1500,1500 MAIN ST,"60002 ANTIOCH, IL",,(847) 838-2015,WORKERS COMPENSATION,HCFA1500 12-02,
JOHNNY'S ICE HOUSE W/C,W13500,1350 W MADISON ST,"60607 CHICAGO, IL",,(312) 226-5555,WORKERS COMPENSATION,HCFA1500 12-02,
JOHNS EASTERN CO INC,W60155,605 RESOURCE LN ,"34202 LAKEWOOD RANCH, FL",,(941) 907-3100,WORKERS COMPENSATION,HCFA1500 12-02,
JOHNS HILL SCHOOL,W1025,1025 E JOHNS AVE,"62521 DECATUR, IL",,(217) 424-3196,WORKERS COMPENSATION,HCFA1500 12-02,
JOHNSON AND BONZER PLC,A809,809 CENTRAL AVE,"50501 FORT DODGE, IA",,(515) 955-2193,LITIGATION,HCFA1500 12-02,
JOHNSON LAW PLC,A535,535 GRISWALD ST. STE 2632,"48226 DETROIT, MI",,(313) 324-8300,LITIGATION,HCFA1500 12-02,
JOHNSON SERVICE GROUP,W16055,ONE E OAK HILL DR,"60559 WESTMONT, IL",,(888) 659-8388,WORKERS COMPENSATION,HCFA1500 12-02,
"JOHNSON, KRAMER, MULHOLLAND, COCHRANE, AND COCHRANE",A8091,809 CENTRAL AVE,"50501 FORT DODGE, IA",,(515) 573-2181,LITIGATION,HCFA1500 12-02,
JOHNSTON & ASSOCIATES/PILOT CLAIMS,W6830,PO BOX 681948,"37068 FRANKLIN, TN",,(615) 373-0500,WORKERS COMPENSATION,HCFA1500 12-02,
JOHSTON & ASSOC,W6819,PO BOX 681923,"37068 FRANKLIN, TN",,(615) 373-0500,WORKERS COMPENSATION,HCFA1500 12-02,
JOINT ACTIVE SYSTEMS,W2606,2600 S RANEY ST,"62401 EFFINGHAM, IL",,(217) 342-3412,WORKERS COMPENSATION,HCFA1500 12-02,
JONCA LAW GROUP PC ,A3303,33039 SCHOOLCRAFT RD,"48150 LIVONIA, MI",,(734) 838-0755,LITIGATION,HCFA1500 12-02,
JONES LANG LASALLE MNGT CO,W0540,ATTN WC CLAIMS,"60606 CHICAGO, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
JOPPA-C/O CORNERSTONE,680468,PO BOX 680468,"77268 HOUSTON, TX",,(844) 884-7526,N/A,HCFA1500 12-02,CLAIM-MD
JORDAN SYSTEMS INC,51103,222 W 7TH STREET,"51103 SIOUX CITY, IA",,(712) 255-0380,WORKERS COMPENSATION,HCFA1500 12-02,
JORDISON CONSTRUCTION,W1163,3917 N WEST 121ST,"50323 URBANDALE, IA",,(515) 266-0815,WORKERS COMPENSATION,HCFA1500 12-02,
JOSEPH DEDVUKAJ FIRM PC,A1277,1277 WEST SQUARE LAKE RD,"48302 BLOOMFIELD HILLS, MI",,(248) 352-2110,LITIGATION,HCFA1500 12-02,
JOSEPH F FACKEL,A1718,1718 8 TH AVE,"61265 MOLINE, IL",,(309) 762-0736,LITIGATION,HCFB1500 12-02,
JOSEPH HARP CORRECTIONAL CENTER,5548,16161 MOFFATT RD,"73051 LEXINGTON, OK",,(405) 527-5593,COMMERCIAL ,HCFA1500 12-02,
JOSEPH J HENERSON & SON INC,W4288,4288 OLD GRAND AVENUE,"60031 GURNEE, IL",,(847) 244-3222,WORKERS COMPENSATION,HCFA1500 12-02,
JOSEPH KLEST,A1702,1701 E WOODFIELD RD  STE 909,"60173 SCHAUMBURG, IL",,(847) 380-3309,LITIGATION,HCFA1500 12-02,
JOSEPH M CRISPINO,A6914,ATTY AT LAW,"60707 CHICAGO, IL",,,LITIGATION,HCFA1500 12-02,
JOSEPH M LUCAS AND ASSOC,A2246,224 W. MAIN ST,"60010 BARRINGTON, IL",,(847) 381-8700,LITIGATION,HCFA1500 12-02,
JOSEPH STORTO,A5520,100 W GREEN ST,"60106 BENSENVILLE, IL",,(630) 860-5520,LITIGATION,HCFA1500 12-02,
JOSEPHSON MANUFACTURING,W2165,216 CENTRAL AVE,"50501 FORT DODGE, IA",,(515) 573-8049,WORKERS COMPENSATION,HCFA1500 12-02,
JOSETTE BELVEDERE ATTORNEY,A1312,1312 N  LA SALLE ST,"60610 CHICAGO, IL",,(312) 337-8296,LITIGATION,HCFA1500 12-02,
JOURNEY CARE HOSPICE,4056,405 LAKE ZURICH RD,"60010 BARRINGTON, IL",,(847) 381-5599,N/A,HCFA1500 12-02,
JP FARLEY CORP,458022,PO BOX 458022,"44145 WESTLAKE, OH",,(800) 634-0173,COMMERCIAL ,HCFA1500 12-02,
JP GENERAL CONSTRUCTION,W30207,300 W GOLF RD STE 207,"60056 MOUNT PROSPECT, IL",,(847) 222-1450,WORKERS COMPENSATION,HCFA1500 12-02,
JP MCCARTHY'S,W093,501 CHESTNUT ST,"60093 WINNETKA, IL",,(847) 501-3420,WORKERS COMPENSATION,HCFA1500 12-02,
JP MORGAN CHASE,1243,10 S DEARBORN STE IL1-1243,"60603 CHICAGO, IL",,,N/A,HCFA1500 12-02,
JPVS IMPORT/EXPORT INC.,WC6600,6600 S BRAINARD AVE,"60525 COUNTRYSIDE, IL",,(708) 588-1588,WORKERS COMPENSATION,HCFA1500 12-02,
JR FINISHER/WC,W616,616 S ALBON,"60193 SCHAUMBURG, IL",,(847) 301-2556,WORKERS COMPENSATION,HCFA1500 12-02,
JRC CONSTRUCTION,W1275,1275 E DAVIS ST,"60005 ARLINGTON HEIGHTS, IL",,(847) 255-2322,WORKERS COMPENSATION,HCFA1500 12-02,
JSL ADMINISTRATORS,71489,PO BOX 71489,"30271 NEWNAN, GA",,(888) 295-4864,N/A,HCFA1500 12-02,
JUDSON COLLEGE,W0123,1151 N STATE ST ATTN: W/CC,"60123 ELGIN, IL",,(847) 628-2500,WORKERS COMPENSATION,HCFA1500 12-02,
JUDT KIDS CHILD CARE,W61264,1800 W 1ST STREET,"61264 MILAN, IL",,(309) 787-6303,WORKERS COMPENSATION,HCFA1500 12-02,
JUERGENSMEYER AND ASSOCIATES,A0131,1275 DAVIS ROAD,"60123 ELGIN, IL",,(847) 695-9800,LITIGATION,HCFA1500 12-02,
JULIAN SWEENEY,A3411,1620 SOUTH BEND AVE,"46617 SOUTH BEND, IN",,(574) 889-3411,LITIGATION,HCFA1500 12-02,
JUNIOR FOOTBALL LEAGUE OF CENTRAL ILLINOIS,61616,506 E MARIETTA AVENUE,"61616 PEORIA HEIGHTS, IL",,(309) 682-8910,N/A,HCFA1500 12-02,
JUSTINE MEDICAL ASSOCIATION,1524,1524 W 87TH STREET,"60620 CHICAGO, IL",,(708) 389-3636,N/A,HCFA1500 12-02,
JUVENILE JUSTICE JOLIET,60436,2848 W MCDONOUGH,"60436 JOLIET, IL",,(815) 725-1206,N/A,HCFA1500 12-02,
JVHL,L1633,Attn: Claims Department,"48101 ALLEN PARK, MI",,(800) 445-4979,BC/BS MICHIGAN,HCFA1500 12-02,CLAIM-MD
JW TERRELL BENEFITS ADMIN,6877,PO BOX 6877,"63006 CHESTERFIELD, MO",,(800) 226-5116,N/A,HCFA1500 12-02,
JWF SPECIALTY,W409,PO BOX 40996,"46240 INDIANAPOLIS, IN",,(317) 706-9576,WORKERS COMPENSATION,HCFA1500 12-02,
JWF SPECIALTY COMPANY,95955,PO BOX 40968,"46240 INDIANAPOLIS, IN",,(317) 706-9595,WORKERS COMPENSATION,HCFA1500 12-02,
K & B TRANSPORTATION,W4700,4700 DAKOTA AVE,"68776 SOUTH SIOUX CITY, NE",,(402) 494-3459,WORKERS COMPENSATION,HCFA1500 12-02,
K & D LOGISITICS,10500,1050 CENTRAL AVE,"60466 UNIVERSITY PARK, IL",,,N/A,HCFA1500 12-02,
K & K INSURANCE CLAIMS DIVISION,305,PO BOX 2338,"46801 FORT WAYNE, IN",,(800) 237-2917,N/A,HCFA1500 12-02,
K & M FLORAL SHOPPE,62401,801 N 3RD ST,"62401 EFFINGHAM, IL",,(217) 347-7223,WORKERS COMPENSATION,HCFA1500 12-02,
K AND L LANDSCAPE & CONSTRUCTION,W1396,1396 220TH ST,"51054 SERGEANT BLUFF, IA",,(712) 943-2939,WORKERS COMPENSATION,HCFA1500 12-02,
K B CORES,288,288 W SOUTHTEC DR,"60901 KANKAKEE, IL",,(815) 932-7178,N/A,HCFA1500 12-02,
K TECH MANUFACTURING,W28,288 HOLBROOK DRIVE,"60090 WHEELING, IL",,(847) 459-6777,WORKERS COMPENSATION,HCFA1500 12-02,
K&D LOGISTICS,W0519,PO BOX 519 ATTN: KEVIN KLINGER,"60449 MONEE, IL",,(708) 235-1465,WORKERS COMPENSATION,HCFA1500 12-02,
K&K CONSTRUCTION,WC50533,100 SE 10TH ST,"50533 EAGLE GROVE, IA",,(515) 448-5135,WORKERS COMPENSATION,HCFA1500 12-02,
K&K INSURANCE,2338,1712 MAGNAVOX WAY,"46801 FORT WAYNE, IN",,(800) 237-2917,N/A,HCFA1500 12-02,
K-C BUILDERS,W512,512 BROOK DR,"60014 CRYSTAL LAKE, IL",,(847) 844-6961,WORKERS COMPENSATION,HCFA1500 12-02,
KABEL BUSINESS SERVICES,01454,1454 30TH ST STE 105,"50266 WEST DES MOINES, IA",,,N/A,HCFB1500 12-02,
KACO,WC991009,PO BOX 991009,"40269 LOUISVILLE, KY",,,WORKERS COMPENSATION,HCFA1500 12-02,
KAI ADVANTAGE AUTO,3749,150 NW POINT BLVD STE 200,"60007 ELK GROVE VILLAGE, IL",,(847) 700-9100,N/A,HCFA1500 12-02,
KAISER (GROUP HEALTH),91051,320 WETLAKE AVE,"98109 SEATTLE, WA",,,KAISER PERMANENTE,HCFA1500 12-02,
KAISER FOUNDATION HEALTH PLAN ,3495,3495 PIEDMONT ROAD NE,"30305 ATLANTA, GA",,(404) 364-7000,COMMERCIAL ,HCFB1500 12-02,
KAISER FOUNDATION HP OF CO,10350,10350 E DAKOTA,"80247 DENVER, CO",,(800) 476-2167,KAISER PERMANENTE,HCFA1500 12-02,CLAIM-MD
KAISER FOUNDATION HP OF GA,19084,PO BOX 190849,"31119 ATLANTA, GA",,(888) 865-5813,COMMERCIAL ,HCFA1500 12-02,CLAIM-MD
KAISER HAFEZI LAW,A01035,1035 S YORK RD.,"60106 BENSENVILLE, IL",,(630) 274-4400,LITIGATION,HCFA1500 12-02,
KAISER HP OF WA,98101,601 UNION ST SUITE 3100,"98101 SEATTLE, WA",,,KAISER PERMANENTE,HCFA1500 12-02,CLAIM-MD
KAISER LAW,A1035,1035 S YORK RD,"60106 BENSENVILLE, IL",,(630) 274-4400,LITIGATION,HCFA1500 12-02,
KAISER MED ADVANTAGE,30766M,PO BOX 30766,"84130 SALT LAKE CITY, UT",,(888) 767-4670,MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
KAISER MEDICARE CLAIMS ,3059,PO BOX 24010,"94623 OAKLAND, CA",,(800) 443-0815,MEDICARE REPLACEMENT,HCFA1500 12-02,
KAISER PERMANENTE,12923,PO BOX 12923,"94604 OAKLAND, CA",,(800) 464-4000,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE ,97212,PO BOX 12378,"97212 PORTLAND, OR",,(866) 441-1221,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,7201,7201 N INTERSTATE AVE,"97217 PORTLAND, OR",,(800) 813-2000,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE ,3288,3288 MOANALUA RD,"96819 HONOLULU, HI",,(808) 432-0000,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE ,9679,80 MAHALANI STREET,"96793 WAILUKU, HI",,(877) 875-3805,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,4747,4747 SUNSET BLVD,"90027 LOS ANGELES, CA",,(800) 954-8000,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,21700,21700 COPLEY DR STE 185,"91765 DIAMOND BAR, CA",,,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,30766,P O BOX 30766,"84130 SALT LAKE CITY, UT",,(888) 901-4636,KAISER PERMANENTE,HCFA1500 12-02,CLAIM-MD
KAISER PERMANENTE,3731,PO BOX 373150,"80237 DENVER, CO",,(303) 338-3800,KAISER PERMANENTE,HCFA1500 12-02,CLAIM-MD
KAISER PERMANENTE,372970,PO BOX 372970,"80237 DENVER, CO",,(303) 338-4545,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,A371860,PO BOX 371860,"80237 DENVER, CO",,(877) 574-3337,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,261130,PO BOX 261130,"75026 PLANO, TX",,(800) 392-8649,KAISER PERMANENTE,HCFA1500 12-02,
KAISER PERMANENTE,6233,P O BOX 6233,"20849 ROCKVILLE, MD",,(877) 574-3337,KAISER PERMANENTE,HCFA1500 12-02,
